,epoch,train_loss,val_loss,time,learning rate
0,0,0.28823279426305076,0.2770299837589264,58.653401613235474,0.001
1,1,0.2717172120443427,0.26809794874191284,58.2050507068634,0.001
2,2,0.2571557432648563,0.2524185010433197,57.758779764175415,0.001
3,3,0.24909833030994444,0.24587901186943054,57.753119707107544,0.001
4,4,0.24402129962177488,0.24325101318359374,57.76219391822815,0.001
5,5,0.2407649703586873,0.24044930086135866,57.85974717140198,0.001
6,6,0.23845446002621665,0.23689998302459717,57.758822441101074,0.001
7,7,0.23670646934696932,0.23609307346343994,57.75875663757324,0.001
8,8,0.23531529933872886,0.23464419779777526,57.8061089515686,0.001
9,9,0.23380783818127907,0.23400424475669862,57.98873543739319,0.001
10,10,0.23325517201813498,0.233744385099411,58.037872552871704,0.001
11,11,0.23243947700299386,0.23312001614570618,57.94920063018799,0.001
12,12,0.23201404408951237,0.23231392469406129,57.99108624458313,0.001
13,13,0.23102148563632466,0.2317929844856262,57.96274709701538,0.001
14,14,0.23025710461842847,0.23155303401947022,57.974632263183594,0.001
15,15,0.22993864524106952,0.2316114016532898,58.048134088516235,0.001
16,16,0.22929186512618221,0.23100341844558717,57.94783592224121,0.001
17,17,0.22869906085904257,0.23051807804107666,57.953850507736206,0.001
18,18,0.22807471315399838,0.230661194896698,57.942365646362305,0.001
19,19,0.22842057126172127,0.23093144493103027,57.96441030502319,0.0003981071705534973
20,20,0.2269476716614256,0.2288233995437622,57.963993072509766,0.0006309573444801933
21,21,0.22654788666265538,0.22845208129882813,58.0555157661438,0.0006309573444801933
22,22,0.22599867544528043,0.22836781847476958,57.97597575187683,0.0006309573444801933
23,23,0.2254336282621325,0.22813531069755555,57.97681021690369,0.0006309573444801933
24,24,0.22511509648024147,0.22819403142929076,57.9807608127594,0.0006309573444801933
25,25,0.2249900599082287,0.22792919082641602,57.93994855880737,0.0006309573444801933
26,26,0.22511382839723593,0.2279389711380005,58.046090841293335,0.0006309573444801933
27,27,0.22497639202936875,0.22797012276649475,57.963775634765625,0.0006309573444801933
28,28,0.2246056772557625,0.22801788692474365,57.9665584564209,0.0006309573444801933
29,29,0.22432603875641013,0.22750447778701782,57.9423451423645,0.0006309573444801933
30,30,0.22392284195355647,0.22733546299934387,57.98145079612732,0.0006309573444801933
31,31,0.22381355039941536,0.22738338289260865,58.05363488197327,0.0006309573444801933
32,32,0.2242984927476126,0.22746681196689605,57.986443281173706,0.0006309573444801933
33,33,0.2238012461429692,0.22736128492355348,57.974987506866455,0.0006309573444801933
34,34,0.22349852852427204,0.22696419401168824,57.991223096847534,0.0006309573444801933
35,35,0.22356733420465288,0.22816031184196472,57.96193981170654,0.0006309573444801933
36,36,0.22411759401133138,0.22741451051235198,58.06534266471863,0.0006309573444801933
37,37,0.22383561785673664,0.227450798869133,57.98918652534485,0.0006309573444801933
38,38,0.22325684148522065,0.22731432249546052,57.97873282432556,0.0006309573444801933
39,39,0.22293145023491254,0.22696694793701172,57.994115591049194,0.00025118864315095806
40,40,0.22245658605214846,0.22646393854618072,57.987613677978516,0.0003981071705534973
41,41,0.22209880827027376,0.22638668265342712,58.07577085494995,0.0003981071705534973
42,42,0.2218832297019451,0.2263693825006485,57.97075629234314,0.0003981071705534973
43,43,0.22171842249402618,0.22636904125213622,58.0200560092926,0.0003981071705534973
44,44,0.22157895638801084,0.22632263784408568,57.99515199661255,0.0003981071705534973
45,45,0.22147028624612053,0.22626306669712068,58.01468086242676,0.0003981071705534973
46,46,0.22141018656357872,0.22623217475414276,58.076578855514526,0.0003981071705534973
47,47,0.22142990737935878,0.2264269534111023,58.000529050827026,0.0003981071705534973
48,48,0.22132958230054048,0.22648337907791138,58.02911925315857,0.0003981071705534973
49,49,0.22129985235586014,0.2264365152359009,58.046815156936646,0.0003981071705534973
50,50,0.22120652620745176,0.2263543442249298,58.02901315689087,0.0003981071705534973
51,51,0.22106325261854437,0.2263013867855072,58.11413097381592,0.0003981071705534973
52,52,0.22102312159777904,0.2262615767478943,58.10836601257324,0.0003981071705534973
53,53,0.2210228016304009,0.2259676190376282,58.00633263587952,0.0003981071705534973
54,54,0.22131981975538204,0.22642556262016297,58.00718903541565,0.0003981071705534973
55,55,0.22114565799815475,0.22606726775169372,57.98429870605469,0.0003981071705534973
56,56,0.22077200981942113,0.22583028900623323,58.013599157333374,0.0003981071705534973
57,57,0.2205751177811339,0.22595956766605377,58.09917759895325,0.0003981071705534973
58,58,0.22044518692503692,0.22594683117866515,58.003066539764404,0.0003981071705534973
59,59,0.22042616327466555,0.2259561023235321,58.03177285194397,0.0001584893192461114
60,60,0.2203821350689685,0.22573464841842653,58.011618852615356,0.00025118864315095806
61,61,0.2200345507930882,0.2257727237701416,58.05821514129639,0.00025118864315095806
62,62,0.21984857711980124,0.2258352294445038,58.11672115325928,0.00025118864315095806
63,63,0.21973984243303718,0.2258318544626236,58.00559997558594,0.00025118864315095806
64,64,0.21966126892003718,0.22587368528842927,58.005619049072266,0.00025118864315095806
65,65,0.21962349516640353,0.2259148377418518,58.03899312019348,0.00025118864315095806
66,66,0.21954989719419482,0.22588937568664552,57.78187131881714,0.00025118864315095806
67,67,0.21952808549766814,0.2258118718624115,57.83896088600159,0.00025118864315095806
68,68,0.21954643353335512,0.2261184121131897,57.94564366340637,0.00025118864315095806
69,69,0.21964440782769512,0.22625866742134093,57.87860131263733,0.00025118864315095806
70,70,0.21968492417737762,0.22589081308841705,57.88316750526428,0.00025118864315095806
71,71,0.21951210434728413,0.22593812687397002,57.89770460128784,0.00025118864315095806
