,epoch,train_loss,val_loss,time,learning rate
0,0,9.884427458190919,9.977969829559326,21.527276754379272,0.001
1,1,9.452795711517334,9.06381333618164,21.281500816345215,0.001
2,2,8.266750283813476,7.578517562866211,21.238942861557007,0.001
3,3,6.617242609405517,5.709621612548828,21.22520422935486,0.001
4,4,4.868345783233643,4.15364845123291,21.18964695930481,0.001
5,5,3.7925513832092284,3.5080573669433592,21.19476866722107,0.001
6,6,3.4213978916168215,3.2550280715942383,21.13866901397705,0.001
7,7,2.6620448543548583,1.9694408630371094,21.118322134017944,0.001
8,8,1.6100175647735595,1.394456337738037,21.19787573814392,0.001
9,9,1.330623295021057,1.2836984191894532,21.1001558303833,0.001
10,10,1.2519688642501832,1.232318522834778,21.157981634140015,0.001
11,11,1.2131016775131225,1.2018661319732666,21.16214609146118,0.001
12,12,1.1914983993530273,1.1834729562759398,21.132610321044922,0.001
13,13,1.1751141674041747,1.1659164428710938,21.18909478187561,0.001
14,14,1.159293798828125,1.147056311416626,21.131840705871582,0.001
15,15,1.1425000118255615,1.131374341583252,21.146104097366333,0.001
16,16,1.1301581977844237,1.1223269375801086,21.218355178833008,0.001
17,17,1.1228409505844117,1.1167670141220092,21.11450958251953,0.001
18,18,1.1180913383483886,1.1124121539115905,21.18065881729126,0.001
19,19,1.1145658971786498,1.1091729477882386,21.141613721847534,0.0003981071705534973
20,20,1.1109302265167236,1.1093652210235596,21.115628480911255,0.0006309573444801933
21,21,1.1092593997955322,1.1072074010849,21.175918579101562,0.0006309573444801933
22,22,1.1078152069091798,1.1054442440032959,21.116336584091187,0.0006309573444801933
23,23,1.106522275543213,1.1038366298675537,21.13046097755432,0.0006309573444801933
24,24,1.1053577045440675,1.1023522348403931,21.158398389816284,0.0006309573444801933
25,25,1.1043226541519164,1.1011423317909241,21.10545301437378,0.0006309573444801933
26,26,1.1033499500274657,1.1000296342849731,21.13452434539795,0.0006309573444801933
27,27,1.102424171257019,1.0989761814117431,21.12892460823059,0.0006309573444801933
28,28,1.1015329608917237,1.0980595006942748,21.117753505706787,0.0006309573444801933
29,29,1.100717777633667,1.0972469106674194,21.15726089477539,0.0006309573444801933
30,30,1.099957806777954,1.0964960688591003,21.129411935806274,0.0006309573444801933
31,31,1.0992561611175538,1.0958102871894837,21.12580633163452,0.0006309573444801933
32,32,1.0985579946517945,1.095184105873108,21.167017459869385,0.0006309573444801933
33,33,1.0978795192718507,1.0945261251449585,21.091834545135498,0.0006309573444801933
34,34,1.0972341960906982,1.0939573568344116,21.134573459625244,0.0006309573444801933
35,35,1.0966013599395752,1.0934451855659484,21.14103651046753,0.0006309573444801933
36,36,1.0960273502349853,1.0928975169181823,21.084126472473145,0.0006309573444801933
37,37,1.095482497215271,1.0923910026550292,21.16105341911316,0.0006309573444801933
38,38,1.0949429969787599,1.091837176322937,21.11547541618347,0.0006309573444801933
39,39,1.0944096813201905,1.091295069694519,21.12681818008423,0.00025118864315095806
40,40,1.0934062263488769,1.0907602094650268,21.18061923980713,0.0003981071705534973
41,41,1.0930172931671143,1.0903991897583007,21.088903188705444,0.0003981071705534973
42,42,1.0926812004089355,1.0901109529495239,21.1446373462677,0.0003981071705534973
43,43,1.0923678106307984,1.0897725868225097,21.13537859916687,0.0003981071705534973
44,44,1.092069825363159,1.0894537170410157,21.090837717056274,0.0003981071705534973
45,45,1.0917720848083496,1.089160683441162,21.17176342010498,0.0003981071705534973
46,46,1.091477405166626,1.0888751430511474,21.101101875305176,0.0003981071705534973
47,47,1.091193670463562,1.0885861567497253,21.122777700424194,0.0003981071705534973
48,48,1.0909106563568116,1.0883561651229858,21.190260648727417,0.0003981071705534973
49,49,1.0906172452926637,1.088064521217346,21.059529781341553,0.0003981071705534973
50,50,1.0903411167144776,1.0877785285949706,21.164708852767944,0.0003981071705534973
51,51,1.0900659950256348,1.0874988096237184,21.093302249908447,0.0003981071705534973
52,52,1.089798091506958,1.0872237634658815,21.07159996032715,0.0003981071705534973
53,53,1.0895491889953612,1.086939984512329,21.127012968063354,0.0003981071705534973
54,54,1.0893016178131103,1.0866625883102417,21.053247213363647,0.0003981071705534973
55,55,1.0890638216018678,1.0863806642532348,21.071393966674805,0.0003981071705534973
56,56,1.088829958152771,1.0861289156913758,21.13128352165222,0.0003981071705534973
57,57,1.0886008800506592,1.0858658391952514,20.85937190055847,0.0003981071705534973
58,58,1.0883600469589234,1.085596088695526,20.900962114334106,0.0003981071705534973
59,59,1.0881372985839843,1.085303826904297,20.869469165802002,0.0001584893192461114
60,60,1.0874871295928956,1.0849734869003296,20.860188007354736,0.00025118864315095806
61,61,1.0872959884643554,1.0848167463302612,20.90994143486023,0.00025118864315095806
62,62,1.0871276586532592,1.0845937694549561,20.78004479408264,0.00025118864315095806
63,63,1.0869660093307496,1.0843843370437622,20.884908437728882,0.00025118864315095806
64,64,1.086807541847229,1.0841981548309325,21.239591121673584,0.00025118864315095806
65,65,1.086666757965088,1.0840321598052978,21.140555143356323,0.00025118864315095806
66,66,1.086522276878357,1.0838910055160522,21.212159395217896,0.00025118864315095806
67,67,1.08638080368042,1.0837332583427428,21.160099744796753,0.00025118864315095806
68,68,1.086243345451355,1.0836121324539185,21.14920425415039,0.00025118864315095806
69,69,1.0861056587219238,1.0834621660232544,21.18291187286377,0.00025118864315095806
70,70,1.0859612421035767,1.0832762330055237,21.10976767539978,0.00025118864315095806
71,71,1.085827110862732,1.0831583309173585,21.199861526489258,0.00025118864315095806
72,72,1.0856931993484498,1.0830274571418763,21.18358063697815,0.00025118864315095806
